"fecha","State","Births"
1998-09-01,"QLD",4047
1998-10-01,"QLD",3980
1998-11-01,"QLD",3621
1998-12-01,"QLD",3729
1999-01-01,"QLD",3994
1999-02-01,"QLD",3820
1999-03-01,"QLD",4410
1999-04-01,"QLD",4093
1999-05-01,"QLD",4065
1999-06-01,"QLD",3981
1999-07-01,"QLD",4248
1999-08-01,"QLD",4188
1999-09-01,"QLD",4155
1999-10-01,"QLD",3846
1999-11-01,"QLD",3697
1999-12-01,"QLD",3953
2000-01-01,"QLD",4101
2000-02-01,"QLD",3866
2000-03-01,"QLD",4400
2000-04-01,"QLD",3901
2000-05-01,"QLD",4239
2000-06-01,"QLD",4019
2000-07-01,"QLD",3986
2000-08-01,"QLD",4199
2000-09-01,"QLD",4271
2000-10-01,"QLD",4272
2000-11-01,"QLD",3915
2000-12-01,"QLD",3734
2001-01-01,"QLD",4025
2001-02-01,"QLD",3817
2001-03-01,"QLD",4320
2001-04-01,"QLD",4222
2001-05-01,"QLD",4473
2001-06-01,"QLD",4037
2001-07-01,"QLD",4157
2001-08-01,"QLD",4432
2001-09-01,"QLD",4174
2001-10-01,"QLD",4212
2001-11-01,"QLD",3874
2001-12-01,"QLD",3816
2002-01-01,"QLD",4102
2002-02-01,"QLD",3867
2002-03-01,"QLD",4292
2002-04-01,"QLD",4202
2002-05-01,"QLD",4179
2002-06-01,"QLD",3960
2002-07-01,"QLD",4351
2002-08-01,"QLD",4097
2002-09-01,"QLD",4111
2002-10-01,"QLD",4019
2002-11-01,"QLD",3864
2002-12-01,"QLD",3936
2003-01-01,"QLD",4121
2003-02-01,"QLD",3841
2003-03-01,"QLD",4292
2003-04-01,"QLD",4122
2003-05-01,"QLD",4199
2003-06-01,"QLD",4283
2003-07-01,"QLD",4421
2003-08-01,"QLD",4231
2003-09-01,"QLD",4290
2003-10-01,"QLD",4404
2003-11-01,"QLD",3889
2003-12-01,"QLD",4128
2004-01-01,"QLD",4305
2004-02-01,"QLD",4042
2004-03-01,"QLD",4603
2004-04-01,"QLD",4383
2004-05-01,"QLD",4226
2004-06-01,"QLD",3943
2004-07-01,"QLD",4609
2004-08-01,"QLD",4238
2004-09-01,"QLD",4366
2004-10-01,"QLD",4108
2004-11-01,"QLD",3933
2004-12-01,"QLD",4116
2005-01-01,"QLD",4333
2005-02-01,"QLD",4220
2005-03-01,"QLD",4893
2005-04-01,"QLD",4842
2005-05-01,"QLD",4863
2005-06-01,"QLD",4596
2005-07-01,"QLD",4777
2005-08-01,"QLD",4687
2005-09-01,"QLD",4721
2005-10-01,"QLD",4545
2005-11-01,"QLD",4326
2005-12-01,"QLD",4600
2006-01-01,"QLD",4665
2006-02-01,"QLD",4403
2006-03-01,"QLD",5145
2006-04-01,"QLD",4587
2006-05-01,"QLD",4815
2006-06-01,"QLD",4658
2006-07-01,"QLD",4932
2006-08-01,"QLD",4777
2006-09-01,"QLD",4822
2006-10-01,"QLD",4763
2006-11-01,"QLD",4511
2006-12-01,"QLD",4543
2007-01-01,"QLD",5080
2007-02-01,"QLD",4675
2007-03-01,"QLD",5290
2007-04-01,"QLD",4969
2007-05-01,"QLD",5213
2007-06-01,"QLD",4857
2007-07-01,"QLD",5253
2007-08-01,"QLD",5258
2007-09-01,"QLD",5119
2007-10-01,"QLD",5106
2007-11-01,"QLD",4639
2007-12-01,"QLD",4740
2008-01-01,"QLD",5190
2008-02-01,"QLD",4859
2008-03-01,"QLD",5281
2008-04-01,"QLD",5204
2008-05-01,"QLD",5114
2008-06-01,"QLD",4978
2008-07-01,"QLD",5260
2008-08-01,"QLD",5230
2008-09-01,"QLD",5200
2008-10-01,"QLD",5172
2008-11-01,"QLD",4760
2008-12-01,"QLD",5182
2009-01-01,"QLD",5105
2009-02-01,"QLD",4995
2009-03-01,"QLD",5429
2009-04-01,"QLD",5272
2009-05-01,"QLD",5375
2009-06-01,"QLD",5125
2009-07-01,"QLD",5309
2009-08-01,"QLD",5092
2009-09-01,"QLD",5116
2009-10-01,"QLD",5180
2009-11-01,"QLD",4781
2009-12-01,"QLD",5078
2010-01-01,"QLD",5147
2010-02-01,"QLD",5082
2010-03-01,"QLD",5703
2010-04-01,"QLD",5303
2010-05-01,"QLD",5334
2010-06-01,"QLD",5239
2010-07-01,"QLD",5261
2010-08-01,"QLD",5261
2010-09-01,"QLD",5096
2010-10-01,"QLD",4993
2010-11-01,"QLD",4673
2010-12-01,"QLD",4864
2011-01-01,"QLD",5193
2011-02-01,"QLD",4978
2011-03-01,"QLD",5679
2011-04-01,"QLD",5308
2011-05-01,"QLD",5423
2011-06-01,"QLD",5226
2011-07-01,"QLD",5101
2011-08-01,"QLD",5158
2011-09-01,"QLD",5110
2011-10-01,"QLD",4968
2011-11-01,"QLD",4946
2011-12-01,"QLD",4934
2012-01-01,"QLD",5333
2012-02-01,"QLD",5144
2012-03-01,"QLD",5608
2012-04-01,"QLD",5161
2012-05-01,"QLD",5490
2012-06-01,"QLD",5299
2012-07-01,"QLD",5360
2012-08-01,"QLD",5432
2012-09-01,"QLD",5231
2012-10-01,"QLD",5391
2012-11-01,"QLD",5055
2012-12-01,"QLD",5064
2013-01-01,"QLD",5229
2013-02-01,"QLD",4965
2013-03-01,"QLD",5582
2013-04-01,"QLD",5234
2013-05-01,"QLD",5509
2013-06-01,"QLD",5241
2013-07-01,"QLD",5332
2013-08-01,"QLD",5413
2013-09-01,"QLD",5227
2013-10-01,"QLD",5199
2013-11-01,"QLD",4884
2013-12-01,"QLD",5027
2014-01-01,"QLD",5295
2014-02-01,"QLD",5237
2014-03-01,"QLD",5481
2014-04-01,"QLD",5379
2014-05-01,"QLD",5355
2014-06-01,"QLD",5124
2014-07-01,"QLD",5540
2014-08-01,"QLD",5177
2014-09-01,"QLD",5314
2014-10-01,"QLD",5330
2014-11-01,"QLD",4770
2014-12-01,"QLD",5039
2015-01-01,"QLD",5083
2015-02-01,"QLD",4837
2015-03-01,"QLD",5395
2015-04-01,"QLD",5190
2015-05-01,"QLD",5252
2015-06-01,"QLD",5116
2015-07-01,"QLD",5426
2015-08-01,"QLD",5096
2015-09-01,"QLD",5089
2015-10-01,"QLD",5052
2015-11-01,"QLD",4686
2015-12-01,"QLD",4879
2016-01-01,"QLD",5067
2016-02-01,"QLD",5067
2016-03-01,"QLD",5596
2016-04-01,"QLD",5260
2016-05-01,"QLD",5288
2016-06-01,"QLD",5319
2016-07-01,"QLD",5167
2016-08-01,"QLD",5136
2016-09-01,"QLD",5257
2016-10-01,"QLD",5032
2016-11-01,"QLD",4713
2016-12-01,"QLD",4717
2017-01-01,"QLD",4882
2017-02-01,"QLD",4550
2017-03-01,"QLD",5240
2017-04-01,"QLD",4978
2017-05-01,"QLD",5148
2017-06-01,"QLD",5130
2017-07-01,"QLD",5041
2017-08-01,"QLD",5171
2017-09-01,"QLD",4905
2017-10-01,"QLD",4749
2017-11-01,"QLD",4588
2017-12-01,"QLD",4620
2018-01-01,"QLD",5087
2018-02-01,"QLD",4761
2018-03-01,"QLD",5277
2018-04-01,"QLD",4860
2018-05-01,"QLD",5124
2018-06-01,"QLD",5064
2018-07-01,"QLD",4923
2018-08-01,"QLD",5004
2018-09-01,"QLD",4880
2018-10-01,"QLD",4918
2018-11-01,"QLD",4699
2018-12-01,"QLD",4591
2019-01-01,"QLD",4890
2019-02-01,"QLD",4667
2019-03-01,"QLD",5163
2019-04-01,"QLD",5118
2019-05-01,"QLD",5397
2019-06-01,"QLD",4850
2019-07-01,"QLD",5097
2019-08-01,"QLD",4900
2019-09-01,"QLD",4802
2019-10-01,"QLD",4966
2019-11-01,"QLD",4557
2019-12-01,"QLD",4493
2020-01-01,"QLD",4847
2020-02-01,"QLD",4561
2020-03-01,"QLD",5152
2020-04-01,"QLD",4915
2020-05-01,"QLD",5096
2020-06-01,"QLD",4988
2020-07-01,"QLD",5026
2020-08-01,"QLD",4845
2020-09-01,"QLD",4841
2020-10-01,"QLD",4703
2020-11-01,"QLD",4402
2020-12-01,"QLD",4539
2021-01-01,"QLD",4996
2021-02-01,"QLD",5026
2021-03-01,"QLD",5664
2021-04-01,"QLD",5347
2021-05-01,"QLD",5256
2021-06-01,"QLD",5259
2021-07-01,"QLD",5305
2021-08-01,"QLD",5152
2021-09-01,"QLD",5056
2021-10-01,"QLD",4959
2021-11-01,"QLD",4647
2021-12-01,"QLD",4742
1975-01-01,"SA",1739
1975-02-01,"SA",1612
1975-03-01,"SA",1690
1975-04-01,"SA",1618
1975-05-01,"SA",1631
1975-06-01,"SA",1650
1975-07-01,"SA",1600
1975-08-01,"SA",1569
1975-09-01,"SA",1612
1975-10-01,"SA",1683
1975-11-01,"SA",1519
1975-12-01,"SA",1672
1976-01-01,"SA",1650
1976-02-01,"SA",1542
1976-03-01,"SA",1706
1976-04-01,"SA",1570
1976-05-01,"SA",1651
1976-06-01,"SA",1553
1976-07-01,"SA",1539
1976-08-01,"SA",1537
1976-09-01,"SA",1538
1976-10-01,"SA",1670
1976-11-01,"SA",1487
1976-12-01,"SA",1624
1977-01-01,"SA",1559
1977-02-01,"SA",1467
1977-03-01,"SA",1678
1977-04-01,"SA",1586
1977-05-01,"SA",1756
1977-06-01,"SA",1626
1977-07-01,"SA",1699
1977-08-01,"SA",1650
1977-09-01,"SA",1589
1977-10-01,"SA",1570
1977-11-01,"SA",1451
1977-12-01,"SA",1552
1978-01-01,"SA",1622
1978-02-01,"SA",1477
1978-03-01,"SA",1661
1978-04-01,"SA",1555
1978-05-01,"SA",1550
1978-06-01,"SA",1467
1978-07-01,"SA",1472
1978-08-01,"SA",1569
1978-09-01,"SA",1554
1978-10-01,"SA",1588
1978-11-01,"SA",1437
1978-12-01,"SA",1475
1979-01-01,"SA",1505
1979-02-01,"SA",1457
1979-03-01,"SA",1631
1979-04-01,"SA",1592
1979-05-01,"SA",1637
1979-06-01,"SA",1472
1979-07-01,"SA",1532
1979-08-01,"SA",1508
1979-09-01,"SA",1484
1979-10-01,"SA",1506
1979-11-01,"SA",1463
1979-12-01,"SA",1449
1980-01-01,"SA",1520
1980-02-01,"SA",1521
1980-03-01,"SA",1587
1980-04-01,"SA",1563
1980-05-01,"SA",1614
1980-06-01,"SA",1435
1980-07-01,"SA",1544
1980-08-01,"SA",1556
1980-09-01,"SA",1599
1980-10-01,"SA",1627
1980-11-01,"SA",1426
1980-12-01,"SA",1531
1981-01-01,"SA",1583
1981-02-01,"SA",1442
1981-03-01,"SA",1704
1981-04-01,"SA",1623
1981-05-01,"SA",1689
1981-06-01,"SA",1598
1981-07-01,"SA",1602
1981-08-01,"SA",1535
1981-09-01,"SA",1693
1981-10-01,"SA",1605
1981-11-01,"SA",1503
1981-12-01,"SA",1516
1982-01-01,"SA",1569
1982-02-01,"SA",1503
1982-03-01,"SA",1723
1982-04-01,"SA",1580
1982-05-01,"SA",1618
1982-06-01,"SA",1603
1982-07-01,"SA",1648
1982-08-01,"SA",1642
1982-09-01,"SA",1680
1982-10-01,"SA",1646
1982-11-01,"SA",1457
1982-12-01,"SA",1506
1983-01-01,"SA",1660
1983-02-01,"SA",1578
1983-03-01,"SA",1766
1983-04-01,"SA",1558
1983-05-01,"SA",1676
1983-06-01,"SA",1657
1983-07-01,"SA",1693
1983-08-01,"SA",1708
1983-09-01,"SA",1712
1983-10-01,"SA",1741
1983-11-01,"SA",1557
1983-12-01,"SA",1590
1984-01-01,"SA",1742
1984-02-01,"SA",1672
1984-03-01,"SA",1813
1984-04-01,"SA",1637
1984-05-01,"SA",1699
1984-06-01,"SA",1679
1984-07-01,"SA",1757
1984-08-01,"SA",1731
1984-09-01,"SA",1602
1984-10-01,"SA",1710
1984-11-01,"SA",1575
1984-12-01,"SA",1579
1985-01-01,"SA",1694
1985-02-01,"SA",1543
1985-03-01,"SA",1721
1985-04-01,"SA",1687
1985-05-01,"SA",1769
1985-06-01,"SA",1549
1985-07-01,"SA",1628
1985-08-01,"SA",1684
1985-09-01,"SA",1720
1985-10-01,"SA",1758
1985-11-01,"SA",1549
1985-12-01,"SA",1521
1986-01-01,"SA",1687
1986-02-01,"SA",1534
1986-03-01,"SA",1755
1986-04-01,"SA",1637
1986-05-01,"SA",1668
1986-06-01,"SA",1597
1986-07-01,"SA",1664
1986-08-01,"SA",1656
1986-09-01,"SA",1661
1986-10-01,"SA",1713
1986-11-01,"SA",1564
1986-12-01,"SA",1607
1987-01-01,"SA",1650
1987-02-01,"SA",1481
1987-03-01,"SA",1710
1987-04-01,"SA",1578
1987-05-01,"SA",1592
1987-06-01,"SA",1624
1987-07-01,"SA",1674
1987-08-01,"SA",1568
1987-09-01,"SA",1744
1987-10-01,"SA",1706
1987-11-01,"SA",1427
1987-12-01,"SA",1518
1988-01-01,"SA",1534
1988-02-01,"SA",1537
1988-03-01,"SA",1709
1988-04-01,"SA",1562
1988-05-01,"SA",1651
1988-06-01,"SA",1657
1988-07-01,"SA",1523
1988-08-01,"SA",1702
1988-09-01,"SA",1633
1988-10-01,"SA",1685
1988-11-01,"SA",1601
1988-12-01,"SA",1586
1989-01-01,"SA",1624
1989-02-01,"SA",1561
1989-03-01,"SA",1717
1989-04-01,"SA",1605
1989-05-01,"SA",1663
1989-06-01,"SA",1617
1989-07-01,"SA",1630
1989-08-01,"SA",1649
1989-09-01,"SA",1672
1989-10-01,"SA",1681
1989-11-01,"SA",1601
1989-12-01,"SA",1615
1990-01-01,"SA",1595
1990-02-01,"SA",1563
1990-03-01,"SA",1788
1990-04-01,"SA",1621
1990-05-01,"SA",1666
1990-06-01,"SA",1637
1990-07-01,"SA",1717
1990-08-01,"SA",1703
1990-09-01,"SA",1605
1990-10-01,"SA",1757
1990-11-01,"SA",1576
1990-12-01,"SA",1583
1991-01-01,"SA",1680
1991-02-01,"SA",1486
1991-03-01,"SA",1677
1991-04-01,"SA",1616
1991-05-01,"SA",1640
1991-06-01,"SA",1628
1991-07-01,"SA",1674
1991-08-01,"SA",1642
1991-09-01,"SA",1646
1991-10-01,"SA",1695
1991-11-01,"SA",1535
1991-12-01,"SA",1640
1992-01-01,"SA",1672
1992-02-01,"SA",1638
1992-03-01,"SA",1701
1992-04-01,"SA",1653
1992-05-01,"SA",1688
1992-06-01,"SA",1605
1992-07-01,"SA",1761
1992-08-01,"SA",1645
1992-09-01,"SA",1664
1992-10-01,"SA",1720
1992-11-01,"SA",1550
1992-12-01,"SA",1611
1993-01-01,"SA",1668
1993-02-01,"SA",1572
1993-03-01,"SA",1726
1993-04-01,"SA",1690
1993-05-01,"SA",1668
1993-06-01,"SA",1683
1993-07-01,"SA",1724
1993-08-01,"SA",1675
1993-09-01,"SA",1691
1993-10-01,"SA",1584
1993-11-01,"SA",1492
1993-12-01,"SA",1594
1994-01-01,"SA",1691
1994-02-01,"SA",1516
1994-03-01,"SA",1763
1994-04-01,"SA",1649
1994-05-01,"SA",1595
1994-06-01,"SA",1592
1994-07-01,"SA",1624
1994-08-01,"SA",1593
1994-09-01,"SA",1716
1994-10-01,"SA",1683
1994-11-01,"SA",1556
1994-12-01,"SA",1626
1995-01-01,"SA",1696
1995-02-01,"SA",1508
1995-03-01,"SA",1730
1995-04-01,"SA",1588
1995-05-01,"SA",1681
1995-06-01,"SA",1648
1995-07-01,"SA",1619
1995-08-01,"SA",1679
1995-09-01,"SA",1706
1995-10-01,"SA",1564
1995-11-01,"SA",1478
1995-12-01,"SA",1538
1996-01-01,"SA",1562
1996-02-01,"SA",1597
1996-03-01,"SA",1634
1996-04-01,"SA",1528
1996-05-01,"SA",1627
1996-06-01,"SA",1553
1996-07-01,"SA",1586
1996-08-01,"SA",1592
1996-09-01,"SA",1613
1996-10-01,"SA",1616
1996-11-01,"SA",1541
1996-12-01,"SA",1483
1997-01-01,"SA",1551
1997-02-01,"SA",1461
1997-03-01,"SA",1586
1997-04-01,"SA",1529
1997-05-01,"SA",1607
1997-06-01,"SA",1474
1997-07-01,"SA",1609
1997-08-01,"SA",1547
1997-09-01,"SA",1578
1997-10-01,"SA",1637
1997-11-01,"SA",1482
1997-12-01,"SA",1471
1998-01-01,"SA",1580
1998-02-01,"SA",1481
1998-03-01,"SA",1608
1998-04-01,"SA",1534
1998-05-01,"SA",1576
1998-06-01,"SA",1470
1998-07-01,"SA",1542
1998-08-01,"SA",1489
1998-09-01,"SA",1704
1998-10-01,"SA",1621
1998-11-01,"SA",1479
1998-12-01,"SA",1474
1999-01-01,"SA",1550
1999-02-01,"SA",1452
1999-03-01,"SA",1639
1999-04-01,"SA",1488
1999-05-01,"SA",1559
1999-06-01,"SA",1567
1999-07-01,"SA",1473
1999-08-01,"SA",1529
1999-09-01,"SA",1627
1999-10-01,"SA",1539
1999-11-01,"SA",1423
1999-12-01,"SA",1452
2000-01-01,"SA",1533
2000-02-01,"SA",1425
2000-03-01,"SA",1558
2000-04-01,"SA",1469
2000-05-01,"SA",1502
2000-06-01,"SA",1482
2000-07-01,"SA",1492
2000-08-01,"SA",1488
2000-09-01,"SA",1449
2000-10-01,"SA",1506
2000-11-01,"SA",1388
2000-12-01,"SA",1348
2001-01-01,"SA",1509
2001-02-01,"SA",1394
2001-03-01,"SA",1516
2001-04-01,"SA",1409
2001-05-01,"SA",1482
2001-06-01,"SA",1410
2001-07-01,"SA",1521
2001-08-01,"SA",1502
2001-09-01,"SA",1524
2001-10-01,"SA",1465
2001-11-01,"SA",1419
2001-12-01,"SA",1401
2002-01-01,"SA",1559
2002-02-01,"SA",1458
2002-03-01,"SA",1581
2002-04-01,"SA",1468
2002-05-01,"SA",1437
2002-06-01,"SA",1353
2002-07-01,"SA",1451
2002-08-01,"SA",1509
2002-09-01,"SA",1546
2002-10-01,"SA",1506
2002-11-01,"SA",1416
2002-12-01,"SA",1329
2003-01-01,"SA",1443
2003-02-01,"SA",1310
2003-03-01,"SA",1465
2003-04-01,"SA",1458
2003-05-01,"SA",1489
2003-06-01,"SA",1481
2003-07-01,"SA",1544
2003-08-01,"SA",1533
2003-09-01,"SA",1594
2003-10-01,"SA",1500
2003-11-01,"SA",1430
2003-12-01,"SA",1446
2004-01-01,"SA",1471
2004-02-01,"SA",1371
2004-03-01,"SA",1340
2004-04-01,"SA",1450
2004-05-01,"SA",1454
2004-06-01,"SA",1281
2004-07-01,"SA",1476
2004-08-01,"SA",1437
2004-09-01,"SA",1424
2004-10-01,"SA",1470
2004-11-01,"SA",1420
2004-12-01,"SA",1413
2005-01-01,"SA",1451
2005-02-01,"SA",1435
2005-03-01,"SA",1639
2005-04-01,"SA",1475
2005-05-01,"SA",1469
2005-06-01,"SA",1553
2005-07-01,"SA",1474
2005-08-01,"SA",1576
2005-09-01,"SA",1567
2005-10-01,"SA",1498
2005-11-01,"SA",1433
2005-12-01,"SA",1449
2006-01-01,"SA",1521
2006-02-01,"SA",1473
2006-03-01,"SA",1604
2006-04-01,"SA",1470
2006-05-01,"SA",1540
2006-06-01,"SA",1469
2006-07-01,"SA",1626
2006-08-01,"SA",1552
2006-09-01,"SA",1653
2006-10-01,"SA",1551
2006-11-01,"SA",1527
2006-12-01,"SA",1493
2007-01-01,"SA",1627
2007-02-01,"SA",1588
2007-03-01,"SA",1680
2007-04-01,"SA",1493
2007-05-01,"SA",1603
2007-06-01,"SA",1627
2007-07-01,"SA",1683
2007-08-01,"SA",1746
2007-09-01,"SA",1566
2007-10-01,"SA",1709
2007-11-01,"SA",1533
2007-12-01,"SA",1633
2008-01-01,"SA",1613
2008-02-01,"SA",1573
2008-03-01,"SA",1722
2008-04-01,"SA",1575
2008-05-01,"SA",1697
2008-06-01,"SA",1545
2008-07-01,"SA",1723
2008-08-01,"SA",1672
2008-09-01,"SA",1680
2008-10-01,"SA",1704
2008-11-01,"SA",1539
2008-12-01,"SA",1642
2009-01-01,"SA",1641
2009-02-01,"SA",1585
2009-03-01,"SA",1682
2009-04-01,"SA",1625
2009-05-01,"SA",1566
2009-06-01,"SA",1654
2009-07-01,"SA",1705
2009-08-01,"SA",1582
2009-09-01,"SA",1678
2009-10-01,"SA",1758
2009-11-01,"SA",1567
2009-12-01,"SA",1588
2010-01-01,"SA",1706
2010-02-01,"SA",1541
2010-03-01,"SA",1765
2010-04-01,"SA",1606
2010-05-01,"SA",1729
2010-06-01,"SA",1617
2010-07-01,"SA",1687
2010-08-01,"SA",1572
2010-09-01,"SA",1668
2010-10-01,"SA",1713
2010-11-01,"SA",1599
2010-12-01,"SA",1571
2011-01-01,"SA",1668
2011-02-01,"SA",1526
2011-03-01,"SA",1704
2011-04-01,"SA",1653
2011-05-01,"SA",1702
2011-06-01,"SA",1644
2011-07-01,"SA",1678
2011-08-01,"SA",1699
2011-09-01,"SA",1728
2011-10-01,"SA",1755
2011-11-01,"SA",1638
2011-12-01,"SA",1645
2012-01-01,"SA",1711
2012-02-01,"SA",1600
2012-03-01,"SA",1681
2012-04-01,"SA",1639
2012-05-01,"SA",1740
2012-06-01,"SA",1626
2012-07-01,"SA",1720
2012-08-01,"SA",1794
2012-09-01,"SA",1681
2012-10-01,"SA",1766
2012-11-01,"SA",1737
2012-12-01,"SA",1653
2013-01-01,"SA",1708
2013-02-01,"SA",1555
2013-03-01,"SA",1766
2013-04-01,"SA",1589
2013-05-01,"SA",1749
2013-06-01,"SA",1639
2013-07-01,"SA",1688
2013-08-01,"SA",1627
2013-09-01,"SA",1663
2013-10-01,"SA",1650
2013-11-01,"SA",1606
2013-12-01,"SA",1638
2014-01-01,"SA",1784
2014-02-01,"SA",1688
2014-03-01,"SA",1789
2014-04-01,"SA",1656
2014-05-01,"SA",1695
2014-06-01,"SA",1657
2014-07-01,"SA",1738
2014-08-01,"SA",1700
2014-09-01,"SA",1690
2014-10-01,"SA",1735
2014-11-01,"SA",1592
2014-12-01,"SA",1685
2015-01-01,"SA",1598
2015-02-01,"SA",1569
2015-03-01,"SA",1669
2015-04-01,"SA",1671
2015-05-01,"SA",1620
2015-06-01,"SA",1622
2015-07-01,"SA",1725
2015-08-01,"SA",1646
2015-09-01,"SA",1659
2015-10-01,"SA",1652
2015-11-01,"SA",1545
2015-12-01,"SA",1723
2016-01-01,"SA",1638
2016-02-01,"SA",1581
2016-03-01,"SA",1746
2016-04-01,"SA",1662
2016-05-01,"SA",1624
2016-06-01,"SA",1606
2016-07-01,"SA",1641
2016-08-01,"SA",1735
2016-09-01,"SA",1639
2016-10-01,"SA",1612
2016-11-01,"SA",1542
2016-12-01,"SA",1575
2017-01-01,"SA",1642
2017-02-01,"SA",1478
2017-03-01,"SA",1716
2017-04-01,"SA",1560
2017-05-01,"SA",1598
2017-06-01,"SA",1591
2017-07-01,"SA",1558
2017-08-01,"SA",1622
2017-09-01,"SA",1641
2017-10-01,"SA",1575
2017-11-01,"SA",1496
2017-12-01,"SA",1493
2018-01-01,"SA",1662
2018-02-01,"SA",1476
2018-03-01,"SA",1606
2018-04-01,"SA",1574
2018-05-01,"SA",1510
2018-06-01,"SA",1575
2018-07-01,"SA",1527
2018-08-01,"SA",1614
2018-09-01,"SA",1504
2018-10-01,"SA",1640
2018-11-01,"SA",1522
2018-12-01,"SA",1547
2019-01-01,"SA",1561
2019-02-01,"SA",1417
2019-03-01,"SA",1636
2019-04-01,"SA",1570
2019-05-01,"SA",1562
2019-06-01,"SA",1498
2019-07-01,"SA",1565
2019-08-01,"SA",1608
2019-09-01,"SA",1591
2019-10-01,"SA",1693
2019-11-01,"SA",1423
2019-12-01,"SA",1469
2020-01-01,"SA",1571
2020-02-01,"SA",1403
2020-03-01,"SA",1608
2020-04-01,"SA",1523
2020-05-01,"SA",1542
2020-06-01,"SA",1487
2020-07-01,"SA",1525
2020-08-01,"SA",1501
2020-09-01,"SA",1475
2020-10-01,"SA",1513
2020-11-01,"SA",1436
2020-12-01,"SA",1455
2021-01-01,"SA",1696
2021-02-01,"SA",1582
2021-03-01,"SA",1735
2021-04-01,"SA",1621
2021-05-01,"SA",1678
2021-06-01,"SA",1573
2021-07-01,"SA",1548
2021-08-01,"SA",1589
2021-09-01,"SA",1559
2021-10-01,"SA",1626
2021-11-01,"SA",1521
2021-12-01,"SA",1577
1975-01-01,"TAS",616
1975-02-01,"TAS",536
1975-03-01,"TAS",589
1975-04-01,"TAS",521
1975-05-01,"TAS",614
1975-06-01,"TAS",538
1975-07-01,"TAS",554
1975-08-01,"TAS",639
1975-09-01,"TAS",637
1975-10-01,"TAS",609
1975-11-01,"TAS",555
1975-12-01,"TAS",551
1976-01-01,"TAS",546
1976-02-01,"TAS",527
1976-03-01,"TAS",618
1976-04-01,"TAS",505
1976-05-01,"TAS",588
1976-06-01,"TAS",560
1976-07-01,"TAS",569
1976-08-01,"TAS",536
1976-09-01,"TAS",590
1976-10-01,"TAS",615
1976-11-01,"TAS",547
1976-12-01,"TAS",602
1977-01-01,"TAS",503
1977-02-01,"TAS",508
1977-03-01,"TAS",580
1977-04-01,"TAS",533
1977-05-01,"TAS",597
1977-06-01,"TAS",553
1977-07-01,"TAS",560
1977-08-01,"TAS",577
1977-09-01,"TAS",574
1977-10-01,"TAS",621
1977-11-01,"TAS",612
1977-12-01,"TAS",552
1978-01-01,"TAS",592
1978-02-01,"TAS",502
1978-03-01,"TAS",544
1978-04-01,"TAS",585
1978-05-01,"TAS",527
1978-06-01,"TAS",513
1978-07-01,"TAS",579
1978-08-01,"TAS",622
1978-09-01,"TAS",641
1978-10-01,"TAS",633
1978-11-01,"TAS",585
1978-12-01,"TAS",559
1979-01-01,"TAS",553
1979-02-01,"TAS",493
1979-03-01,"TAS",609
1979-04-01,"TAS",572
1979-05-01,"TAS",584
1979-06-01,"TAS",558
1979-07-01,"TAS",578
1979-08-01,"TAS",606
1979-09-01,"TAS",573
1979-10-01,"TAS",608
1979-11-01,"TAS",522
1979-12-01,"TAS",562
1980-01-01,"TAS",562
1980-02-01,"TAS",530
1980-03-01,"TAS",545
1980-04-01,"TAS",540
1980-05-01,"TAS",570
1980-06-01,"TAS",558
1980-07-01,"TAS",552
1980-08-01,"TAS",593
1980-09-01,"TAS",597
1980-10-01,"TAS",648
1980-11-01,"TAS",546
1980-12-01,"TAS",583
1981-01-01,"TAS",608
1981-02-01,"TAS",552
1981-03-01,"TAS",612
1981-04-01,"TAS",563
1981-05-01,"TAS",661
1981-06-01,"TAS",575
1981-07-01,"TAS",597
1981-08-01,"TAS",611
1981-09-01,"TAS",645
1981-10-01,"TAS",625
1981-11-01,"TAS",596
1981-12-01,"TAS",603
1982-01-01,"TAS",609
1982-02-01,"TAS",538
1982-03-01,"TAS",607
1982-04-01,"TAS",569
1982-05-01,"TAS",571
1982-06-01,"TAS",576
1982-07-01,"TAS",588
1982-08-01,"TAS",635
1982-09-01,"TAS",621
1982-10-01,"TAS",577
1982-11-01,"TAS",517
1982-12-01,"TAS",576
1983-01-01,"TAS",601
1983-02-01,"TAS",558
1983-03-01,"TAS",581
1983-04-01,"TAS",589
1983-05-01,"TAS",597
1983-06-01,"TAS",614
1983-07-01,"TAS",616
1983-08-01,"TAS",605
1983-09-01,"TAS",630
1983-10-01,"TAS",621
1983-11-01,"TAS",550
1983-12-01,"TAS",584
1984-01-01,"TAS",565
1984-02-01,"TAS",550
1984-03-01,"TAS",638
1984-04-01,"TAS",588
1984-05-01,"TAS",577
1984-06-01,"TAS",598
1984-07-01,"TAS",640
1984-08-01,"TAS",606
1984-09-01,"TAS",618
1984-10-01,"TAS",633
1984-11-01,"TAS",611
1984-12-01,"TAS",622
1985-01-01,"TAS",617
1985-02-01,"TAS",556
1985-03-01,"TAS",586
1985-04-01,"TAS",624
1985-05-01,"TAS",624
1985-06-01,"TAS",555
1985-07-01,"TAS",616
1985-08-01,"TAS",614
1985-09-01,"TAS",619
1985-10-01,"TAS",612
1985-11-01,"TAS",619
1985-12-01,"TAS",572
1986-01-01,"TAS",550
1986-02-01,"TAS",500
1986-03-01,"TAS",607
