"fecha","Type","Count"
2019-03-01,"Malicious damage to property",4952
2019-04-01,"Malicious damage to property",4595
2019-05-01,"Malicious damage to property",4343
2019-06-01,"Malicious damage to property",4403
2019-07-01,"Malicious damage to property",4541
2019-08-01,"Malicious damage to property",4671
2019-09-01,"Malicious damage to property",4685
2019-10-01,"Malicious damage to property",4987
2019-11-01,"Malicious damage to property",5056
2019-12-01,"Malicious damage to property",5091
2020-01-01,"Malicious damage to property",4909
2020-02-01,"Malicious damage to property",4318
2020-03-01,"Malicious damage to property",4580
2020-04-01,"Malicious damage to property",3638
2020-05-01,"Malicious damage to property",3870
2020-06-01,"Malicious damage to property",4302
2020-07-01,"Malicious damage to property",4425
2020-08-01,"Malicious damage to property",4347
2020-09-01,"Malicious damage to property",4590
2020-10-01,"Malicious damage to property",4721
2020-11-01,"Malicious damage to property",4783
2020-12-01,"Malicious damage to property",4842
2021-01-01,"Malicious damage to property",4692
2021-02-01,"Malicious damage to property",4112
2021-03-01,"Malicious damage to property",4400
2021-04-01,"Malicious damage to property",4185
2021-05-01,"Malicious damage to property",4283
2021-06-01,"Malicious damage to property",4066
2021-07-01,"Malicious damage to property",3851
2021-08-01,"Malicious damage to property",3354
2021-09-01,"Malicious damage to property",3347
2021-10-01,"Malicious damage to property",4185
2021-11-01,"Malicious damage to property",4225
2021-12-01,"Malicious damage to property",4594
2022-01-01,"Malicious damage to property",4355
2022-02-01,"Malicious damage to property",3852
2022-03-01,"Malicious damage to property",4104
2022-04-01,"Malicious damage to property",3971
2022-05-01,"Malicious damage to property",3833
2022-06-01,"Malicious damage to property",3945
2022-07-01,"Malicious damage to property",3740
2022-08-01,"Malicious damage to property",4071
2022-09-01,"Malicious damage to property",4003
2022-10-01,"Malicious damage to property",4311
2022-11-01,"Malicious damage to property",4097
2022-12-01,"Malicious damage to property",4270
2023-01-01,"Malicious damage to property",4643
2023-02-01,"Malicious damage to property",3853
2023-03-01,"Malicious damage to property",4334
2023-04-01,"Malicious damage to property",3896
2023-05-01,"Malicious damage to property",3712
2023-06-01,"Malicious damage to property",3805
2023-07-01,"Malicious damage to property",3954
2023-08-01,"Malicious damage to property",4110
2023-09-01,"Malicious damage to property",4209
2023-10-01,"Malicious damage to property",4398
2023-11-01,"Malicious damage to property",4099
2023-12-01,"Malicious damage to property",4286
1995-01-01,"Other offences",596
1995-02-01,"Other offences",516
1995-03-01,"Other offences",560
1995-04-01,"Other offences",492
1995-05-01,"Other offences",616
1995-06-01,"Other offences",544
1995-07-01,"Other offences",586
1995-08-01,"Other offences",660
1995-09-01,"Other offences",603
1995-10-01,"Other offences",547
1995-11-01,"Other offences",575
1995-12-01,"Other offences",624
1996-01-01,"Other offences",702
1996-02-01,"Other offences",635
1996-03-01,"Other offences",667
1996-04-01,"Other offences",629
1996-05-01,"Other offences",686
1996-06-01,"Other offences",621
1996-07-01,"Other offences",675
1996-08-01,"Other offences",651
1996-09-01,"Other offences",630
1996-10-01,"Other offences",723
1996-11-01,"Other offences",688
1996-12-01,"Other offences",694
1997-01-01,"Other offences",726
1997-02-01,"Other offences",647
1997-03-01,"Other offences",766
1997-04-01,"Other offences",612
1997-05-01,"Other offences",747
1997-06-01,"Other offences",651
1997-07-01,"Other offences",661
1997-08-01,"Other offences",701
1997-09-01,"Other offences",712
1997-10-01,"Other offences",766
1997-11-01,"Other offences",715
1997-12-01,"Other offences",754
1998-01-01,"Other offences",854
1998-02-01,"Other offences",701
1998-03-01,"Other offences",833
1998-04-01,"Other offences",759
1998-05-01,"Other offences",802
1998-06-01,"Other offences",680
1998-07-01,"Other offences",793
1998-08-01,"Other offences",743
1998-09-01,"Other offences",795
1998-10-01,"Other offences",766
1998-11-01,"Other offences",747
1998-12-01,"Other offences",864
1999-01-01,"Other offences",885
1999-02-01,"Other offences",807
1999-03-01,"Other offences",876
1999-04-01,"Other offences",819
1999-05-01,"Other offences",891
1999-06-01,"Other offences",894
1999-07-01,"Other offences",922
1999-08-01,"Other offences",976
1999-09-01,"Other offences",912
1999-10-01,"Other offences",927
1999-11-01,"Other offences",926
1999-12-01,"Other offences",953
2000-01-01,"Other offences",1136
2000-02-01,"Other offences",985
2000-03-01,"Other offences",1054
2000-04-01,"Other offences",1046
2000-05-01,"Other offences",1022
2000-06-01,"Other offences",1161
2000-07-01,"Other offences",1067
2000-08-01,"Other offences",1115
2000-09-01,"Other offences",1107
2000-10-01,"Other offences",1168
2000-11-01,"Other offences",1163
2000-12-01,"Other offences",1330
2001-01-01,"Other offences",1650
2001-02-01,"Other offences",1129
2001-03-01,"Other offences",1316
2001-04-01,"Other offences",1350
2001-05-01,"Other offences",1255
2001-06-01,"Other offences",1469
2001-07-01,"Other offences",1274
2001-08-01,"Other offences",1308
2001-09-01,"Other offences",1344
2001-10-01,"Other offences",1516
2001-11-01,"Other offences",1359
2001-12-01,"Other offences",1554
2002-01-01,"Other offences",1652
2002-02-01,"Other offences",1260
2002-03-01,"Other offences",1447
2002-04-01,"Other offences",1394
2002-05-01,"Other offences",1456
2002-06-01,"Other offences",1368
2002-07-01,"Other offences",1322
2002-08-01,"Other offences",1421
2002-09-01,"Other offences",1447
2002-10-01,"Other offences",1627
2002-11-01,"Other offences",1612
2002-12-01,"Other offences",1897
2003-01-01,"Other offences",1934
2003-02-01,"Other offences",1663
2003-03-01,"Other offences",1710
2003-04-01,"Other offences",1544
2003-05-01,"Other offences",1609
2003-06-01,"Other offences",1519
2003-07-01,"Other offences",1802
2003-08-01,"Other offences",1729
2003-09-01,"Other offences",1691
2003-10-01,"Other offences",1670
2003-11-01,"Other offences",1560
2003-12-01,"Other offences",1889
2004-01-01,"Other offences",1979
2004-02-01,"Other offences",1533
2004-03-01,"Other offences",1504
2004-04-01,"Other offences",1625
2004-05-01,"Other offences",1472
2004-06-01,"Other offences",1415
2004-07-01,"Other offences",1516
2004-08-01,"Other offences",1469
2004-09-01,"Other offences",1333
2004-10-01,"Other offences",1499
2004-11-01,"Other offences",1509
2004-12-01,"Other offences",1620
2005-01-01,"Other offences",1739
2005-02-01,"Other offences",1410
2005-03-01,"Other offences",1470
2005-04-01,"Other offences",1420
2005-05-01,"Other offences",1358
2005-06-01,"Other offences",1312
2005-07-01,"Other offences",1500
2005-08-01,"Other offences",1387
2005-09-01,"Other offences",1392
2005-10-01,"Other offences",1587
2005-11-01,"Other offences",1317
2005-12-01,"Other offences",1546
2006-01-01,"Other offences",1457
2006-02-01,"Other offences",1286
2006-03-01,"Other offences",1419
2006-04-01,"Other offences",1441
2006-05-01,"Other offences",1310
2006-06-01,"Other offences",1275
2006-07-01,"Other offences",1397
2006-08-01,"Other offences",1415
2006-09-01,"Other offences",1351
2006-10-01,"Other offences",1256
2006-11-01,"Other offences",1337
2006-12-01,"Other offences",1552
2007-01-01,"Other offences",1542
2007-02-01,"Other offences",1318
2007-03-01,"Other offences",1536
2007-04-01,"Other offences",1297
2007-05-01,"Other offences",1152
2007-06-01,"Other offences",1040
2007-07-01,"Other offences",1049
2007-08-01,"Other offences",1167
2007-09-01,"Other offences",1215
2007-10-01,"Other offences",1215
2007-11-01,"Other offences",1307
2007-12-01,"Other offences",1630
2008-01-01,"Other offences",1661
2008-02-01,"Other offences",1189
2008-03-01,"Other offences",1491
2008-04-01,"Other offences",1148
2008-05-01,"Other offences",1276
2008-06-01,"Other offences",1210
2008-07-01,"Other offences",1096
2008-08-01,"Other offences",1146
2008-09-01,"Other offences",1169
2008-10-01,"Other offences",1366
2008-11-01,"Other offences",1310
2008-12-01,"Other offences",1528
2009-01-01,"Other offences",1714
2009-02-01,"Other offences",1149
2009-03-01,"Other offences",1326
2009-04-01,"Other offences",1240
2009-05-01,"Other offences",1095
2009-06-01,"Other offences",1070
2009-07-01,"Other offences",1090
2009-08-01,"Other offences",1031
2009-09-01,"Other offences",1160
2009-10-01,"Other offences",1232
2009-11-01,"Other offences",1283
2009-12-01,"Other offences",1613
2010-01-01,"Other offences",1748
2010-02-01,"Other offences",1176
2010-03-01,"Other offences",1285
2010-04-01,"Other offences",1372
2010-05-01,"Other offences",1182
2010-06-01,"Other offences",1086
2010-07-01,"Other offences",1138
2010-08-01,"Other offences",1257
2010-09-01,"Other offences",1120
2010-10-01,"Other offences",1171
2010-11-01,"Other offences",1178
2010-12-01,"Other offences",1579
2011-01-01,"Other offences",1698
2011-02-01,"Other offences",1093
2011-03-01,"Other offences",1247
2011-04-01,"Other offences",1277
2011-05-01,"Other offences",1086
2011-06-01,"Other offences",1086
2011-07-01,"Other offences",1050
2011-08-01,"Other offences",1118
2011-09-01,"Other offences",1101
2011-10-01,"Other offences",1311
2011-11-01,"Other offences",808
2011-12-01,"Other offences",1299
2012-01-01,"Other offences",1734
2012-02-01,"Other offences",1230
2012-03-01,"Other offences",1088
2012-04-01,"Other offences",1372
2012-05-01,"Other offences",1245
2012-06-01,"Other offences",1149
2012-07-01,"Other offences",1026
2012-08-01,"Other offences",1167
2012-09-01,"Other offences",1207
2012-10-01,"Other offences",1214
2012-11-01,"Other offences",1340
2012-12-01,"Other offences",1658
2013-01-01,"Other offences",1725
2013-02-01,"Other offences",1135
2013-03-01,"Other offences",1284
2013-04-01,"Other offences",1176
2013-05-01,"Other offences",1234
2013-06-01,"Other offences",1178
2013-07-01,"Other offences",1138
2013-08-01,"Other offences",1237
2013-09-01,"Other offences",1096
2013-10-01,"Other offences",1465
2013-11-01,"Other offences",1367
2013-12-01,"Other offences",1550
2014-01-01,"Other offences",1720
2014-02-01,"Other offences",1195
2014-03-01,"Other offences",1315
2014-04-01,"Other offences",1299
2014-05-01,"Other offences",1171
2014-06-01,"Other offences",1179
2014-07-01,"Other offences",1151
2014-08-01,"Other offences",1030
2014-09-01,"Other offences",1100
2014-10-01,"Other offences",1264
2014-11-01,"Other offences",1296
2014-12-01,"Other offences",1570
2015-01-01,"Other offences",1689
2015-02-01,"Other offences",1214
2015-03-01,"Other offences",1280
2015-04-01,"Other offences",1246
2015-05-01,"Other offences",1160
2015-06-01,"Other offences",1220
2015-07-01,"Other offences",1234
2015-08-01,"Other offences",1128
2015-09-01,"Other offences",1200
2015-10-01,"Other offences",1406
2015-11-01,"Other offences",1276
2015-12-01,"Other offences",1523
2016-01-01,"Other offences",1589
2016-02-01,"Other offences",1318
2016-03-01,"Other offences",1256
2016-04-01,"Other offences",1249
2016-05-01,"Other offences",1123
2016-06-01,"Other offences",1162
2016-07-01,"Other offences",1102
2016-08-01,"Other offences",1183
2016-09-01,"Other offences",1067
2016-10-01,"Other offences",1302
2016-11-01,"Other offences",1257
2016-12-01,"Other offences",1553
2017-01-01,"Other offences",1606
2017-02-01,"Other offences",1106
2017-03-01,"Other offences",1140
2017-04-01,"Other offences",1273
2017-05-01,"Other offences",1167
2017-06-01,"Other offences",1163
2017-07-01,"Other offences",1116
2017-08-01,"Other offences",1177
2017-09-01,"Other offences",1181
2017-10-01,"Other offences",1392
2017-11-01,"Other offences",1346
2017-12-01,"Other offences",1505
2018-01-01,"Other offences",1596
2018-02-01,"Other offences",1175
2018-03-01,"Other offences",1354
2018-04-01,"Other offences",1246
2018-05-01,"Other offences",1219
2018-06-01,"Other offences",1065
2018-07-01,"Other offences",1049
2018-08-01,"Other offences",1148
2018-09-01,"Other offences",1214
2018-10-01,"Other offences",1101
2018-11-01,"Other offences",1206
2018-12-01,"Other offences",1438
2019-01-01,"Other offences",1618
2019-02-01,"Other offences",1172
2019-03-01,"Other offences",1252
2019-04-01,"Other offences",1242
2019-05-01,"Other offences",1217
2019-06-01,"Other offences",1005
2019-07-01,"Other offences",1070
2019-08-01,"Other offences",1049
2019-09-01,"Other offences",1103
2019-10-01,"Other offences",1253
2019-11-01,"Other offences",1235
2019-12-01,"Other offences",1384
2020-01-01,"Other offences",1331
2020-02-01,"Other offences",966
2020-03-01,"Other offences",1881
2020-04-01,"Other offences",7092
2020-05-01,"Other offences",2348
2020-06-01,"Other offences",1446
2020-07-01,"Other offences",2355
2020-08-01,"Other offences",2594
2020-09-01,"Other offences",2114
2020-10-01,"Other offences",2013
2020-11-01,"Other offences",1493
2020-12-01,"Other offences",1803
2021-01-01,"Other offences",4639
2021-02-01,"Other offences",3469
2021-03-01,"Other offences",2780
2021-04-01,"Other offences",1252
2021-05-01,"Other offences",1489
2021-06-01,"Other offences",3300
2021-07-01,"Other offences",17232
2021-08-01,"Other offences",29599
2021-09-01,"Other offences",16509
2021-10-01,"Other offences",6043
2021-11-01,"Other offences",3184
2021-12-01,"Other offences",3818
2022-01-01,"Other offences",3262
2022-02-01,"Other offences",2920
2022-03-01,"Other offences",2475
2022-04-01,"Other offences",1876
2022-05-01,"Other offences",1525
2022-06-01,"Other offences",1316
2022-07-01,"Other offences",1192
2022-08-01,"Other offences",1162
2022-09-01,"Other offences",1091
2022-10-01,"Other offences",1215
2022-11-01,"Other offences",1243
2022-12-01,"Other offences",1461
2023-01-01,"Other offences",1585
2023-02-01,"Other offences",1292
2023-03-01,"Other offences",1206
2023-04-01,"Other offences",1043
2023-05-01,"Other offences",1119
2023-06-01,"Other offences",983
2023-07-01,"Other offences",903
2023-08-01,"Other offences",965
2023-09-01,"Other offences",973
2023-10-01,"Other offences",1009
2023-11-01,"Other offences",937
2023-12-01,"Other offences",1188
1995-01-01,"Other offences against the person",96
1995-02-01,"Other offences against the person",69
1995-03-01,"Other offences against the person",81
1995-04-01,"Other offences against the person",84
1995-05-01,"Other offences against the person",72
1995-06-01,"Other offences against the person",72
1995-07-01,"Other offences against the person",83
1995-08-01,"Other offences against the person",61
1995-09-01,"Other offences against the person",75
1995-10-01,"Other offences against the person",89
1995-11-01,"Other offences against the person",66
1995-12-01,"Other offences against the person",85
1996-01-01,"Other offences against the person",73
1996-02-01,"Other offences against the person",70
1996-03-01,"Other offences against the person",81
1996-04-01,"Other offences against the person",67
1996-05-01,"Other offences against the person",68
1996-06-01,"Other offences against the person",59
1996-07-01,"Other offences against the person",50
1996-08-01,"Other offences against the person",75
1996-09-01,"Other offences against the person",66
1996-10-01,"Other offences against the person",74
1996-11-01,"Other offences against the person",44
1996-12-01,"Other offences against the person",58
1997-01-01,"Other offences against the person",57
1997-02-01,"Other offences against the person",51
1997-03-01,"Other offences against the person",61
1997-04-01,"Other offences against the person",58
1997-05-01,"Other offences against the person",59
1997-06-01,"Other offences against the person",53
1997-07-01,"Other offences against the person",68
1997-08-01,"Other offences against the person",60
1997-09-01,"Other offences against the person",61
1997-10-01,"Other offences against the person",72
1997-11-01,"Other offences against the person",65
1997-12-01,"Other offences against the person",53
1998-01-01,"Other offences against the person",44
1998-02-01,"Other offences against the person",60
1998-03-01,"Other offences against the person",60
1998-04-01,"Other offences against the person",58
1998-05-01,"Other offences against the person",53
1998-06-01,"Other offences against the person",66
1998-07-01,"Other offences against the person",56
1998-08-01,"Other offences against the person",61
1998-09-01,"Other offences against the person",80
1998-10-01,"Other offences against the person",47
1998-11-01,"Other offences against the person",61
1998-12-01,"Other offences against the person",51
1999-01-01,"Other offences against the person",67
1999-02-01,"Other offences against the person",61
1999-03-01,"Other offences against the person",84
1999-04-01,"Other offences against the person",53
1999-05-01,"Other offences against the person",77
1999-06-01,"Other offences against the person",59
1999-07-01,"Other offences against the person",55
1999-08-01,"Other offences against the person",61
1999-09-01,"Other offences against the person",80
1999-10-01,"Other offences against the person",73
1999-11-01,"Other offences against the person",67
1999-12-01,"Other offences against the person",60
2000-01-01,"Other offences against the person",77
2000-02-01,"Other offences against the person",65
2000-03-01,"Other offences against the person",49
2000-04-01,"Other offences against the person",67
2000-05-01,"Other offences against the person",65
2000-06-01,"Other offences against the person",61
2000-07-01,"Other offences against the person",47
2000-08-01,"Other offences against the person",62
2000-09-01,"Other offences against the person",64
2000-10-01,"Other offences against the person",76
2000-11-01,"Other offences against the person",75
2000-12-01,"Other offences against the person",84
2001-01-01,"Other offences against the person",63
2001-02-01,"Other offences against the person",82
2001-03-01,"Other offences against the person",79
2001-04-01,"Other offences against the person",63
2001-05-01,"Other offences against the person",81
2001-06-01,"Other offences against the person",81
2001-07-01,"Other offences against the person",87
2001-08-01,"Other offences against the person",66
2001-09-01,"Other offences against the person",98
2001-10-01,"Other offences against the person",95
2001-11-01,"Other offences against the person",94
2001-12-01,"Other offences against the person",90
2002-01-01,"Other offences against the person",100
2002-02-01,"Other offences against the person",69
2002-03-01,"Other offences against the person",91
2002-04-01,"Other offences against the person",87
2002-05-01,"Other offences against the person",85
2002-06-01,"Other offences against the person",74
2002-07-01,"Other offences against the person",99
2002-08-01,"Other offences against the person",114
2002-09-01,"Other offences against the person",97
2002-10-01,"Other offences against the person",103
2002-11-01,"Other offences against the person",105
2002-12-01,"Other offences against the person",107
2003-01-01,"Other offences against the person",133
2003-02-01,"Other offences against the person",106
2003-03-01,"Other offences against the person",93
2003-04-01,"Other offences against the person",73
2003-05-01,"Other offences against the person",111
2003-06-01,"Other offences against the person",115
2003-07-01,"Other offences against the person",100
2003-08-01,"Other offences against the person",102
2003-09-01,"Other offences against the person",109
2003-10-01,"Other offences against the person",87
2003-11-01,"Other offences against the person",111
2003-12-01,"Other offences against the person",110
2004-01-01,"Other offences against the person",114
2004-02-01,"Other offences against the person",102
2004-03-01,"Other offences against the person",115
2004-04-01,"Other offences against the person",99
2004-05-01,"Other offences against the person",104
2004-06-01,"Other offences against the person",108
2004-07-01,"Other offences against the person",117
2004-08-01,"Other offences against the person",114
2004-09-01,"Other offences against the person",105
2004-10-01,"Other offences against the person",142
2004-11-01,"Other offences against the person",137
2004-12-01,"Other offences against the person",116
2005-01-01,"Other offences against the person",143
2005-02-01,"Other offences against the person",131
2005-03-01,"Other offences against the person",136
2005-04-01,"Other offences against the person",117
2005-05-01,"Other offences against the person",119
2005-06-01,"Other offences against the person",124
2005-07-01,"Other offences against the person",110
2005-08-01,"Other offences against the person",130
2005-09-01,"Other offences against the person",100
2005-10-01,"Other offences against the person",133
2005-11-01,"Other offences against the person",106
2005-12-01,"Other offences against the person",126
2006-01-01,"Other offences against the person",135
2006-02-01,"Other offences against the person",115
2006-03-01,"Other offences against the person",177
2006-04-01,"Other offences against the person",117
2006-05-01,"Other offences against the person",126
2006-06-01,"Other offences against the person",114
2006-07-01,"Other offences against the person",121
2006-08-01,"Other offences against the person",156
2006-09-01,"Other offences against the person",121
2006-10-01,"Other offences against the person",125
2006-11-01,"Other offences against the person",172
2006-12-01,"Other offences against the person",154
2007-01-01,"Other offences against the person",144
2007-02-01,"Other offences against the person",142
2007-03-01,"Other offences against the person",160
2007-04-01,"Other offences against the person",130
2007-05-01,"Other offences against the person",138
2007-06-01,"Other offences against the person",135
2007-07-01,"Other offences against the person",111
2007-08-01,"Other offences against the person",126
2007-09-01,"Other offences against the person",145
2007-10-01,"Other offences against the person",122
2007-11-01,"Other offences against the person",152
2007-12-01,"Other offences against the person",142
2008-01-01,"Other offences against the person",115
2008-02-01,"Other offences against the person",122
2008-03-01,"Other offences against the person",118
2008-04-01,"Other offences against the person",111
2008-05-01,"Other offences against the person",113
2008-06-01,"Other offences against the person",110
2008-07-01,"Other offences against the person",118
2008-08-01,"Other offences against the person",129
2008-09-01,"Other offences against the person",135
2008-10-01,"Other offences against the person",137
2008-11-01,"Other offences against the person",119
2008-12-01,"Other offences against the person",133
2009-01-01,"Other offences against the person",125
2009-02-01,"Other offences against the person",115
2009-03-01,"Other offences against the person",135
2009-04-01,"Other offences against the person",116
2009-05-01,"Other offences against the person",122
2009-06-01,"Other offences against the person",124
2009-07-01,"Other offences against the person",116
2009-08-01,"Other offences against the person",137
2009-09-01,"Other offences against the person",104
2009-10-01,"Other offences against the person",114
2009-11-01,"Other offences against the person",134
2009-12-01,"Other offences against the person",114
2010-01-01,"Other offences against the person",120
2010-02-01,"Other offences against the person",100
2010-03-01,"Other offences against the person",125
2010-04-01,"Other offences against the person",110
2010-05-01,"Other offences against the person",134
2010-06-01,"Other offences against the person",105
2010-07-01,"Other offences against the person",100
2010-08-01,"Other offences against the person",110
2010-09-01,"Other offences against the person",117
2010-10-01,"Other offences against the person",120
2010-11-01,"Other offences against the person",110
2010-12-01,"Other offences against the person",112
2011-01-01,"Other offences against the person",121
2011-02-01,"Other offences against the person",134
2011-03-01,"Other offences against the person",126
2011-04-01,"Other offences against the person",112
2011-05-01,"Other offences against the person",115
2011-06-01,"Other offences against the person",107
2011-07-01,"Other offences against the person",117
2011-08-01,"Other offences against the person",143
2011-09-01,"Other offences against the person",88
2011-10-01,"Other offences against the person",101
2011-11-01,"Other offences against the person",115
2011-12-01,"Other offences against the person",95
2012-01-01,"Other offences against the person",98
2012-02-01,"Other offences against the person",94
2012-03-01,"Other offences against the person",94
2012-04-01,"Other offences against the person",99
2012-05-01,"Other offences against the person",108
2012-06-01,"Other offences against the person",104
2012-07-01,"Other offences against the person",107
2012-08-01,"Other offences against the person",108
2012-09-01,"Other offences against the person",120
2012-10-01,"Other offences against the person",93
2012-11-01,"Other offences against the person",89
2012-12-01,"Other offences against the person",97
2013-01-01,"Other offences against the person",121
2013-02-01,"Other offences against the person",104
2013-03-01,"Other offences against the person",99
2013-04-01,"Other offences against the person",105
2013-05-01,"Other offences against the person",98
2013-06-01,"Other offences against the person",76
2013-07-01,"Other offences against the person",86
2013-08-01,"Other offences against the person",101
2013-09-01,"Other offences against the person",120
2013-10-01,"Other offences against the person",107
2013-11-01,"Other offences against the person",103
2013-12-01,"Other offences against the person",102
2014-01-01,"Other offences against the person",113
2014-02-01,"Other offences against the person",116
2014-03-01,"Other offences against the person",139
2014-04-01,"Other offences against the person",95
2014-05-01,"Other offences against the person",91
2014-06-01,"Other offences against the person",87
2014-07-01,"Other offences against the person",96
2014-08-01,"Other offences against the person",115
2014-09-01,"Other offences against the person",111
2014-10-01,"Other offences against the person",100
2014-11-01,"Other offences against the person",119
2014-12-01,"Other offences against the person",110
2015-01-01,"Other offences against the person",116
2015-02-01,"Other offences against the person",88
2015-03-01,"Other offences against the person",101
2015-04-01,"Other offences against the person",103
2015-05-01,"Other offences against the person",101
2015-06-01,"Other offences against the person",122
2015-07-01,"Other offences against the person",78
2015-08-01,"Other offences against the person",117
2015-09-01,"Other offences against the person",104
2015-10-01,"Other offences against the person",130
2015-11-01,"Other offences against the person",133
2015-12-01,"Other offences against the person",121
2016-01-01,"Other offences against the person",107
2016-02-01,"Other offences against the person",123
2016-03-01,"Other offences against the person",125
2016-04-01,"Other offences against the person",102
2016-05-01,"Other offences against the person",106
2016-06-01,"Other offences against the person",80
2016-07-01,"Other offences against the person",91
2016-08-01,"Other offences against the person",101
2016-09-01,"Other offences against the person",98
2016-10-01,"Other offences against the person",117
2016-11-01,"Other offences against the person",108
2016-12-01,"Other offences against the person",107
2017-01-01,"Other offences against the person",121
2017-02-01,"Other offences against the person",105
2017-03-01,"Other offences against the person",112
2017-04-01,"Other offences against the person",51
2017-05-01,"Other offences against the person",18
2017-06-01,"Other offences against the person",25
2017-07-01,"Other offences against the person",17
2017-08-01,"Other offences against the person",25
2017-09-01,"Other offences against the person",23
2017-10-01,"Other offences against the person",28
2017-11-01,"Other offences against the person",25
2017-12-01,"Other offences against the person",17
2018-01-01,"Other offences against the person",24
2018-02-01,"Other offences against the person",21
2018-03-01,"Other offences against the person",25
2018-04-01,"Other offences against the person",48
2018-05-01,"Other offences against the person",90
2018-06-01,"Other offences against the person",94
2018-07-01,"Other offences against the person",85
2018-08-01,"Other offences against the person",71
2018-09-01,"Other offences against the person",104
2018-10-01,"Other offences against the person",91
2018-11-01,"Other offences against the person",98
2018-12-01,"Other offences against the person",109
2019-01-01,"Other offences against the person",114
2019-02-01,"Other offences against the person",100
2019-03-01,"Other offences against the person",115
2019-04-01,"Other offences against the person",84
2019-05-01,"Other offences against the person",107
2019-06-01,"Other offences against the person",102
2019-07-01,"Other offences against the person",108
2019-08-01,"Other offences against the person",102
2019-09-01,"Other offences against the person",104
2019-10-01,"Other offences against the person",100
2019-11-01,"Other offences against the person",106
2019-12-01,"Other offences against the person",106
2020-01-01,"Other offences against the person",97
2020-02-01,"Other offences against the person",88
2020-03-01,"Other offences against the person",113
2020-04-01,"Other offences against the person",156
2020-05-01,"Other offences against the person",107
2020-06-01,"Other offences against the person",105
2020-07-01,"Other offences against the person",113
2020-08-01,"Other offences against the person",119
2020-09-01,"Other offences against the person",116
2020-10-01,"Other offences against the person",115
2020-11-01,"Other offences against the person",121
2020-12-01,"Other offences against the person",118
2021-01-01,"Other offences against the person",137
2021-02-01,"Other offences against the person",123
2021-03-01,"Other offences against the person",131
2021-04-01,"Other offences against the person",98
2021-05-01,"Other offences against the person",98
2021-06-01,"Other offences against the person",138
2021-07-01,"Other offences against the person",324
2021-08-01,"Other offences against the person",304
2021-09-01,"Other offences against the person",176
2021-10-01,"Other offences against the person",144
2021-11-01,"Other offences against the person",114
2021-12-01,"Other offences against the person",118
2022-01-01,"Other offences against the person",108
2022-02-01,"Other offences against the person",93
2022-03-01,"Other offences against the person",102
2022-04-01,"Other offences against the person",101
2022-05-01,"Other offences against the person",102
2022-06-01,"Other offences against the person",86
2022-07-01,"Other offences against the person",95
2022-08-01,"Other offences against the person",111
2022-09-01,"Other offences against the person",130
2022-10-01,"Other offences against the person",126
2022-11-01,"Other offences against the person",145
2022-12-01,"Other offences against the person",140
2023-01-01,"Other offences against the person",140
2023-02-01,"Other offences against the person",142
2023-03-01,"Other offences against the person",156
2023-04-01,"Other offences against the person",126
2023-05-01,"Other offences against the person",124
2023-06-01,"Other offences against the person",137
2023-07-01,"Other offences against the person",133
2023-08-01,"Other offences against the person",128
2023-09-01,"Other offences against the person",127
2023-10-01,"Other offences against the person",142
2023-11-01,"Other offences against the person",142
2023-12-01,"Other offences against the person",138
1995-01-01,"Pornography offences",2
1995-02-01,"Pornography offences",3
1995-03-01,"Pornography offences",4
1995-04-01,"Pornography offences",1
1995-05-01,"Pornography offences",3
1995-06-01,"Pornography offences",3
1995-07-01,"Pornography offences",1
1995-08-01,"Pornography offences",6
1995-09-01,"Pornography offences",3
1995-10-01,"Pornography offences",1
1995-11-01,"Pornography offences",1
1995-12-01,"Pornography offences",2
1996-01-01,"Pornography offences",1
1996-02-01,"Pornography offences",6
1996-03-01,"Pornography offences",5
1996-04-01,"Pornography offences",0
1996-05-01,"Pornography offences",0
1996-06-01,"Pornography offences",0
1996-07-01,"Pornography offences",2
1996-08-01,"Pornography offences",5
1996-09-01,"Pornography offences",5
1996-10-01,"Pornography offences",3
1996-11-01,"Pornography offences",3
1996-12-01,"Pornography offences",4
1997-01-01,"Pornography offences",6
1997-02-01,"Pornography offences",2
1997-03-01,"Pornography offences",4
1997-04-01,"Pornography offences",0
1997-05-01,"Pornography offences",1
1997-06-01,"Pornography offences",2
1997-07-01,"Pornography offences",0
1997-08-01,"Pornography offences",2
1997-09-01,"Pornography offences",0
1997-10-01,"Pornography offences",3
1997-11-01,"Pornography offences",1
1997-12-01,"Pornography offences",0
1998-01-01,"Pornography offences",2
1998-02-01,"Pornography offences",3
1998-03-01,"Pornography offences",1
1998-04-01,"Pornography offences",1
1998-05-01,"Pornography offences",10
1998-06-01,"Pornography offences",1
1998-07-01,"Pornography offences",10
1998-08-01,"Pornography offences",2
1998-09-01,"Pornography offences",4
1998-10-01,"Pornography offences",0
1998-11-01,"Pornography offences",0
1998-12-01,"Pornography offences",1
1999-01-01,"Pornography offences",6
1999-02-01,"Pornography offences",1
1999-03-01,"Pornography offences",8
1999-04-01,"Pornography offences",5
1999-05-01,"Pornography offences",4
1999-06-01,"Pornography offences",2
1999-07-01,"Pornography offences",5
1999-08-01,"Pornography offences",5
1999-09-01,"Pornography offences",1
1999-10-01,"Pornography offences",12
1999-11-01,"Pornography offences",2
1999-12-01,"Pornography offences",2
2000-01-01,"Pornography offences",8
2000-02-01,"Pornography offences",2
