"fecha","Region","Age","Rate"
1995-01-01,"Western Australia","28",126.2
1996-01-01,"Western Australia","28",137.7
1997-01-01,"Western Australia","28",128.8
1998-01-01,"Western Australia","28",126
1999-01-01,"Western Australia","28",120.9
2000-01-01,"Western Australia","28",117.2
2001-01-01,"Western Australia","28",117.7
2002-01-01,"Western Australia","28",115.6
2003-01-01,"Western Australia","28",116.3
2004-01-01,"Western Australia","28",117
2005-01-01,"Western Australia","28",117.5
2006-01-01,"Western Australia","28",123.4
2007-01-01,"Western Australia","28",129.6
2008-01-01,"Western Australia","28",123.9
2009-01-01,"Western Australia","28",115
2010-01-01,"Western Australia","28",120.9
2011-01-01,"Western Australia","28",115.7
2012-01-01,"Western Australia","28",112.2
2013-01-01,"Western Australia","28",106.6
2014-01-01,"Western Australia","28",109.5
2015-01-01,"Western Australia","28",108
2016-01-01,"Western Australia","28",112.3
2017-01-01,"Western Australia","28",104.8
2018-01-01,"Western Australia","28",104.9
2019-01-01,"Western Australia","28",100.9
2020-01-01,"Western Australia","28",97.9
2021-01-01,"Western Australia","28",105.6
2022-01-01,"Western Australia","28",95.4
1975-01-01,"Australia","29",124.1
1976-01-01,"Australia","29",117
1977-01-01,"Australia","29",120
1978-01-01,"Australia","29",122.9
1979-01-01,"Australia","29",123.4
1980-01-01,"Australia","29",120.8
1981-01-01,"Australia","29",127.4
1982-01-01,"Australia","29",131.1
1983-01-01,"Australia","29",132.9
1984-01-01,"Australia","29",129.2
1985-01-01,"Australia","29",133.7
1986-01-01,"Australia","29",135.9
1987-01-01,"Australia","29",136.5
1988-01-01,"Australia","29",136
1989-01-01,"Australia","29",138
1990-01-01,"Australia","29",139.3
1991-01-01,"Australia","29",134.7
1992-01-01,"Australia","29",139.7
1993-01-01,"Australia","29",138.3
1994-01-01,"Australia","29",136.3
1995-01-01,"Australia","29",134
1996-01-01,"Australia","29",131.9
1997-01-01,"Australia","29",130.6
1998-01-01,"Australia","29",128.4
1999-01-01,"Australia","29",126.6
2000-01-01,"Australia","29",122.6
2001-01-01,"Australia","29",121.9
2002-01-01,"Australia","29",123.2
2003-01-01,"Australia","29",120.9
2004-01-01,"Australia","29",122.5
2005-01-01,"Australia","29",126.3
2006-01-01,"Australia","29",126.7
2007-01-01,"Australia","29",132.1
2008-01-01,"Australia","29",131.4
2009-01-01,"Australia","29",126.9
2010-01-01,"Australia","29",125.5
2011-01-01,"Australia","29",125
2012-01-01,"Australia","29",124.9
2013-01-01,"Australia","29",121.9
2014-01-01,"Australia","29",118.8
2015-01-01,"Australia","29",115.9
2016-01-01,"Australia","29",116.6
2017-01-01,"Australia","29",113.1
2018-01-01,"Australia","29",112.2
2019-01-01,"Australia","29",107
2020-01-01,"Australia","29",100.6
2021-01-01,"Australia","29",109.7
2022-01-01,"Australia","29",104.8
1975-01-01,"Australian Capital Territory","29",149.5
1976-01-01,"Australian Capital Territory","29",138.8
1977-01-01,"Australian Capital Territory","29",148.9
1978-01-01,"Australian Capital Territory","29",129.6
1979-01-01,"Australian Capital Territory","29",130.8
1980-01-01,"Australian Capital Territory","29",149.7
1981-01-01,"Australian Capital Territory","29",145.9
1982-01-01,"Australian Capital Territory","29",141.6
1983-01-01,"Australian Capital Territory","29",133.8
1984-01-01,"Australian Capital Territory","29",145.2
1985-01-01,"Australian Capital Territory","29",126.7
1986-01-01,"Australian Capital Territory","29",137.8
1987-01-01,"Australian Capital Territory","29",137.1
1988-01-01,"Australian Capital Territory","29",144.7
1989-01-01,"Australian Capital Territory","29",124
1990-01-01,"Australian Capital Territory","29",152.1
1991-01-01,"Australian Capital Territory","29",135.5
1992-01-01,"Australian Capital Territory","29",126
1993-01-01,"Australian Capital Territory","29",123.5
1994-01-01,"Australian Capital Territory","29",126.9
1995-01-01,"Australian Capital Territory","29",129.1
1996-01-01,"Australian Capital Territory","29",127.6
1997-01-01,"Australian Capital Territory","29",130.2
1998-01-01,"Australian Capital Territory","29",119.8
1999-01-01,"Australian Capital Territory","29",111.8
2000-01-01,"Australian Capital Territory","29",119.2
2001-01-01,"Australian Capital Territory","29",115.1
2002-01-01,"Australian Capital Territory","29",118.7
2003-01-01,"Australian Capital Territory","29",126.5
2004-01-01,"Australian Capital Territory","29",105.8
2005-01-01,"Australian Capital Territory","29",116.8
2006-01-01,"Australian Capital Territory","29",116.8
2007-01-01,"Australian Capital Territory","29",127.2
2008-01-01,"Australian Capital Territory","29",122.8
2009-01-01,"Australian Capital Territory","29",108.9
2010-01-01,"Australian Capital Territory","29",121.5
2011-01-01,"Australian Capital Territory","29",121.7
2012-01-01,"Australian Capital Territory","29",118.4
2013-01-01,"Australian Capital Territory","29",117.4
2014-01-01,"Australian Capital Territory","29",123.5
2015-01-01,"Australian Capital Territory","29",117.2
2016-01-01,"Australian Capital Territory","29",95.3
2017-01-01,"Australian Capital Territory","29",124.5
2018-01-01,"Australian Capital Territory","29",103.6
2019-01-01,"Australian Capital Territory","29",103.2
2020-01-01,"Australian Capital Territory","29",88
2021-01-01,"Australian Capital Territory","29",88.3
2022-01-01,"Australian Capital Territory","29",82.3
1975-01-01,"New South Wales","29",126.3
1976-01-01,"New South Wales","29",116.8
1977-01-01,"New South Wales","29",121.7
1978-01-01,"New South Wales","29",126.6
1979-01-01,"New South Wales","29",123.2
1980-01-01,"New South Wales","29",122.3
1981-01-01,"New South Wales","29",125.8
1982-01-01,"New South Wales","29",133.5
1983-01-01,"New South Wales","29",132.8
1984-01-01,"New South Wales","29",123.1
1985-01-01,"New South Wales","29",136.9
1986-01-01,"New South Wales","29",136.2
1987-01-01,"New South Wales","29",139.9
1988-01-01,"New South Wales","29",134.6
1989-01-01,"New South Wales","29",138.2
1990-01-01,"New South Wales","29",141.4
1991-01-01,"New South Wales","29",134
1992-01-01,"New South Wales","29",141.6
1993-01-01,"New South Wales","29",137.3
1994-01-01,"New South Wales","29",137.2
1995-01-01,"New South Wales","29",133.9
1996-01-01,"New South Wales","29",130.8
1997-01-01,"New South Wales","29",132
1998-01-01,"New South Wales","29",131.1
1999-01-01,"New South Wales","29",130.3
2000-01-01,"New South Wales","29",123.1
2001-01-01,"New South Wales","29",124.9
2002-01-01,"New South Wales","29",123.6
2003-01-01,"New South Wales","29",123.2
2004-01-01,"New South Wales","29",122.8
2005-01-01,"New South Wales","29",130.8
2006-01-01,"New South Wales","29",128.5
2007-01-01,"New South Wales","29",133.9
2008-01-01,"New South Wales","29",131.5
2009-01-01,"New South Wales","29",127
2010-01-01,"New South Wales","29",126.8
2011-01-01,"New South Wales","29",127.6
2012-01-01,"New South Wales","29",124.7
2013-01-01,"New South Wales","29",125.5
2014-01-01,"New South Wales","29",112.8
2015-01-01,"New South Wales","29",120.1
2016-01-01,"New South Wales","29",113.3
2017-01-01,"New South Wales","29",109
2018-01-01,"New South Wales","29",121.3
2019-01-01,"New South Wales","29",109.5
2020-01-01,"New South Wales","29",102.1
2021-01-01,"New South Wales","29",113.5
2022-01-01,"New South Wales","29",108.2
1975-01-01,"Northern Territory","29",96.7
1976-01-01,"Northern Territory","29",133.4
1977-01-01,"Northern Territory","29",111.2
1978-01-01,"Northern Territory","29",106.1
1979-01-01,"Northern Territory","29",129
1980-01-01,"Northern Territory","29",98.8
1981-01-01,"Northern Territory","29",117.8
1982-01-01,"Northern Territory","29",130.3
1983-01-01,"Northern Territory","29",136.3
1984-01-01,"Northern Territory","29",121.1
1985-01-01,"Northern Territory","29",121.5
1986-01-01,"Northern Territory","29",112.6
1987-01-01,"Northern Territory","29",121.2
1988-01-01,"Northern Territory","29",137.6
1989-01-01,"Northern Territory","29",116.2
1990-01-01,"Northern Territory","29",119.6
1991-01-01,"Northern Territory","29",127.6
1992-01-01,"Northern Territory","29",126.8
1993-01-01,"Northern Territory","29",129
1994-01-01,"Northern Territory","29",114.1
1995-01-01,"Northern Territory","29",132.6
1996-01-01,"Northern Territory","29",107.4
1997-01-01,"Northern Territory","29",115.7
1998-01-01,"Northern Territory","29",119.2
1999-01-01,"Northern Territory","29",129
2000-01-01,"Northern Territory","29",98.2
2001-01-01,"Northern Territory","29",126.8
2002-01-01,"Northern Territory","29",112.4
2003-01-01,"Northern Territory","29",113.3
2004-01-01,"Northern Territory","29",118.5
2005-01-01,"Northern Territory","29",104.4
2006-01-01,"Northern Territory","29",115.5
2007-01-01,"Northern Territory","29",127
2008-01-01,"Northern Territory","29",115.9
2009-01-01,"Northern Territory","29",85.3
2010-01-01,"Northern Territory","29",112.2
2011-01-01,"Northern Territory","29",110.5
2012-01-01,"Northern Territory","29",113.5
2013-01-01,"Northern Territory","29",120
2014-01-01,"Northern Territory","29",99.4
2015-01-01,"Northern Territory","29",97.3
2016-01-01,"Northern Territory","29",109.5
2017-01-01,"Northern Territory","29",103.5
2018-01-01,"Northern Territory","29",104
2019-01-01,"Northern Territory","29",93
2020-01-01,"Northern Territory","29",105
2021-01-01,"Northern Territory","29",104.5
2022-01-01,"Northern Territory","29",97.4
1975-01-01,"Queensland","29",123.9
1976-01-01,"Queensland","29",115.6
1977-01-01,"Queensland","29",116.6
1978-01-01,"Queensland","29",117.7
1979-01-01,"Queensland","29",121.2
1980-01-01,"Queensland","29",114.4
1981-01-01,"Queensland","29",129.1
1982-01-01,"Queensland","29",129.7
1983-01-01,"Queensland","29",133.4
1984-01-01,"Queensland","29",130
1985-01-01,"Queensland","29",127.1
1986-01-01,"Queensland","29",133.8
1987-01-01,"Queensland","29",128.7
1988-01-01,"Queensland","29",131.3
1989-01-01,"Queensland","29",134.2
1990-01-01,"Queensland","29",139.3
1991-01-01,"Queensland","29",129
1992-01-01,"Queensland","29",137.3
1993-01-01,"Queensland","29",136.8
1994-01-01,"Queensland","29",135
1995-01-01,"Queensland","29",129.3
1996-01-01,"Queensland","29",134.3
1997-01-01,"Queensland","29",129.9
1998-01-01,"Queensland","29",125.7
1999-01-01,"Queensland","29",126.3
2000-01-01,"Queensland","29",126.2
2001-01-01,"Queensland","29",123.2
2002-01-01,"Queensland","29",128.1
2003-01-01,"Queensland","29",118.3
2004-01-01,"Queensland","29",123.6
2005-01-01,"Queensland","29",127.4
2006-01-01,"Queensland","29",128.4
2007-01-01,"Queensland","29",137.2
2008-01-01,"Queensland","29",137.4
2009-01-01,"Queensland","29",140.4
2010-01-01,"Queensland","29",131.2
2011-01-01,"Queensland","29",131.9
2012-01-01,"Queensland","29",127.1
2013-01-01,"Queensland","29",125.6
2014-01-01,"Queensland","29",126.2
2015-01-01,"Queensland","29",117.7
2016-01-01,"Queensland","29",119.9
2017-01-01,"Queensland","29",112.9
2018-01-01,"Queensland","29",116.8
2019-01-01,"Queensland","29",111.4
2020-01-01,"Queensland","29",105.3
2021-01-01,"Queensland","29",118
2022-01-01,"Queensland","29",112.3
1975-01-01,"South Australia","29",111.8
1976-01-01,"South Australia","29",102.6
1977-01-01,"South Australia","29",113
1978-01-01,"South Australia","29",107.5
1979-01-01,"South Australia","29",107.1
1980-01-01,"South Australia","29",114.1
1981-01-01,"South Australia","29",116.2
1982-01-01,"South Australia","29",115.2
1983-01-01,"South Australia","29",124
1984-01-01,"South Australia","29",133.7
1985-01-01,"South Australia","29",123.4
1986-01-01,"South Australia","29",130.6
1987-01-01,"South Australia","29",129.6
1988-01-01,"South Australia","29",129.2
1989-01-01,"South Australia","29",132.2
1990-01-01,"South Australia","29",125.9
1991-01-01,"South Australia","29",127.7
1992-01-01,"South Australia","29",123.4
1993-01-01,"South Australia","29",134.8
1994-01-01,"South Australia","29",131.4
1995-01-01,"South Australia","29",135.2
1996-01-01,"South Australia","29",132.7
1997-01-01,"South Australia","29",130.8
1998-01-01,"South Australia","29",130.9
1999-01-01,"South Australia","29",124.9
2000-01-01,"South Australia","29",120.7
2001-01-01,"South Australia","29",113.7
2002-01-01,"South Australia","29",119.1
2003-01-01,"South Australia","29",125.8
2004-01-01,"South Australia","29",118.3
2005-01-01,"South Australia","29",123.1
2006-01-01,"South Australia","29",120.3
2007-01-01,"South Australia","29",133.8
2008-01-01,"South Australia","29",133.1
2009-01-01,"South Australia","29",128.1
2010-01-01,"South Australia","29",130.9
2011-01-01,"South Australia","29",131.3
2012-01-01,"South Australia","29",132.3
2013-01-01,"South Australia","29",127.4
2014-01-01,"South Australia","29",128.4
2015-01-01,"South Australia","29",119.3
2016-01-01,"South Australia","29",120.1
2017-01-01,"South Australia","29",116.7
2018-01-01,"South Australia","29",108.2
2019-01-01,"South Australia","29",119
2020-01-01,"South Australia","29",103.3
2021-01-01,"South Australia","29",117.6
2022-01-01,"South Australia","29",114.6
1975-01-01,"Tasmania","29",112.2
1976-01-01,"Tasmania","29",93.8
1977-01-01,"Tasmania","29",102.1
1978-01-01,"Tasmania","29",121.4
1979-01-01,"Tasmania","29",116.8
1980-01-01,"Tasmania","29",107
1981-01-01,"Tasmania","29",120
1982-01-01,"Tasmania","29",126.9
1983-01-01,"Tasmania","29",136
1984-01-01,"Tasmania","29",122.6
1985-01-01,"Tasmania","29",121.5
1986-01-01,"Tasmania","29",128.7
1987-01-01,"Tasmania","29",131.3
1988-01-01,"Tasmania","29",134.5
1989-01-01,"Tasmania","29",125.3
1990-01-01,"Tasmania","29",135
1991-01-01,"Tasmania","29",123
1992-01-01,"Tasmania","29",150.4
1993-01-01,"Tasmania","29",131.1
1994-01-01,"Tasmania","29",141.9
1995-01-01,"Tasmania","29",137.1
1996-01-01,"Tasmania","29",133.7
1997-01-01,"Tasmania","29",124
1998-01-01,"Tasmania","29",124.4
1999-01-01,"Tasmania","29",129.2
2000-01-01,"Tasmania","29",123.8
2001-01-01,"Tasmania","29",148.8
2002-01-01,"Tasmania","29",130.5
2003-01-01,"Tasmania","29",127.8
2004-01-01,"Tasmania","29",129.2
2005-01-01,"Tasmania","29",136.4
2006-01-01,"Tasmania","29",147
2007-01-01,"Tasmania","29",135.8
2008-01-01,"Tasmania","29",147.5
2009-01-01,"Tasmania","29",132.2
2010-01-01,"Tasmania","29",135.5
2011-01-01,"Tasmania","29",146.4
2012-01-01,"Tasmania","29",130
2013-01-01,"Tasmania","29",129.5
2014-01-01,"Tasmania","29",133.7
2015-01-01,"Tasmania","29",116.2
2016-01-01,"Tasmania","29",132.4
2017-01-01,"Tasmania","29",116.7
2018-01-01,"Tasmania","29",105.4
2019-01-01,"Tasmania","29",102.7
2020-01-01,"Tasmania","29",95.9
2021-01-01,"Tasmania","29",103.3
2022-01-01,"Tasmania","29",96.1
1975-01-01,"Victoria","29",126.8
1976-01-01,"Victoria","29",121
1977-01-01,"Victoria","29",121.3
1978-01-01,"Victoria","29",129.2
1979-01-01,"Victoria","29",129.4
1980-01-01,"Victoria","29",125.5
1981-01-01,"Victoria","29",132.2
1982-01-01,"Victoria","29",134.7
1983-01-01,"Victoria","29",137.1
1984-01-01,"Victoria","29",136.7
1985-01-01,"Victoria","29",138.3
1986-01-01,"Victoria","29",139.2
1987-01-01,"Victoria","29",139.7
1988-01-01,"Victoria","29",140
1989-01-01,"Victoria","29",144
1990-01-01,"Victoria","29",143.4
1991-01-01,"Victoria","29",141
1992-01-01,"Victoria","29",144.5
1993-01-01,"Victoria","29",142.9
1994-01-01,"Victoria","29",139.1
1995-01-01,"Victoria","29",137.4
1996-01-01,"Victoria","29",134.6
1997-01-01,"Victoria","29",130
1998-01-01,"Victoria","29",127.2
1999-01-01,"Victoria","29",124.3
2000-01-01,"Victoria","29",119.6
2001-01-01,"Victoria","29",117.3
2002-01-01,"Victoria","29",123.2
2003-01-01,"Victoria","29",118.5
2004-01-01,"Victoria","29",123
2005-01-01,"Victoria","29",120.8
2006-01-01,"Victoria","29",121.6
2007-01-01,"Victoria","29",125.7
2008-01-01,"Victoria","29",124
2009-01-01,"Victoria","29",119.6
2010-01-01,"Victoria","29",119.2
2011-01-01,"Victoria","29",115.1
2012-01-01,"Victoria","29",123
2013-01-01,"Victoria","29",113.7
2014-01-01,"Victoria","29",115
2015-01-01,"Victoria","29",106
2016-01-01,"Victoria","29",116.4
2017-01-01,"Victoria","29",113.5
2018-01-01,"Victoria","29",101.3
2019-01-01,"Victoria","29",96.3
2020-01-01,"Victoria","29",93.2
2021-01-01,"Victoria","29",96.4
2022-01-01,"Victoria","29",95
1975-01-01,"Western Australia","29",120.2
1976-01-01,"Western Australia","29",123.1
1977-01-01,"Western Australia","29",120.4
1978-01-01,"Western Australia","29",114.2
1979-01-01,"Western Australia","29",126.1
1980-01-01,"Western Australia","29",118.9
1981-01-01,"Western Australia","29",126.8
1982-01-01,"Western Australia","29",128.7
1983-01-01,"Western Australia","29",127.2
1984-01-01,"Western Australia","29",124.7
1985-01-01,"Western Australia","29",136.2
1986-01-01,"Western Australia","29",138.3
1987-01-01,"Western Australia","29",138.5
1988-01-01,"Western Australia","29",142.4
1989-01-01,"Western Australia","29",141.7
1990-01-01,"Western Australia","29",133.6
1991-01-01,"Western Australia","29",139.9
1992-01-01,"Western Australia","29",139.8
1993-01-01,"Western Australia","29",141.3
1994-01-01,"Western Australia","29",135.6
1995-01-01,"Western Australia","29",132.9
1996-01-01,"Western Australia","29",127.6
1997-01-01,"Western Australia","29",131.5
1998-01-01,"Western Australia","29",129.3
1999-01-01,"Western Australia","29",123.5
2000-01-01,"Western Australia","29",127.1
2001-01-01,"Western Australia","29",121.1
2002-01-01,"Western Australia","29",115.7
2003-01-01,"Western Australia","29",119.2
2004-01-01,"Western Australia","29",123.5
2005-01-01,"Western Australia","29",127.5
2006-01-01,"Western Australia","29",134.1
2007-01-01,"Western Australia","29",132.1
2008-01-01,"Western Australia","29",137.5
2009-01-01,"Western Australia","29",125.4
2010-01-01,"Western Australia","29",123.8
2011-01-01,"Western Australia","29",122.9
2012-01-01,"Western Australia","29",122.6
2013-01-01,"Western Australia","29",121.3
2014-01-01,"Western Australia","29",124.5
2015-01-01,"Western Australia","29",123.8
2016-01-01,"Western Australia","29",121.1
2017-01-01,"Western Australia","29",121.3
2018-01-01,"Western Australia","29",110.5
2019-01-01,"Western Australia","29",115.9
2020-01-01,"Western Australia","29",107.7
2021-01-01,"Western Australia","29",118.1
2022-01-01,"Western Australia","29",106.6
1975-01-01,"Australia","30",105.3
1976-01-01,"Australia","30",104.1
1977-01-01,"Australia","30",101
1978-01-01,"Australia","30",103.5
1979-01-01,"Australia","30",104.7
1980-01-01,"Australia","30",108.1
1981-01-01,"Australia","30",109
1982-01-01,"Australia","30",114.9
1983-01-01,"Australia","30",113.1
1984-01-01,"Australia","30",113.1
1985-01-01,"Australia","30",123.5
1986-01-01,"Australia","30",119.4
1987-01-01,"Australia","30",123
1988-01-01,"Australia","30",125.7
1989-01-01,"Australia","30",125.6
1990-01-01,"Australia","30",130.7
1991-01-01,"Australia","30",125.9
1992-01-01,"Australia","30",131.2
1993-01-01,"Australia","30",133.2
1994-01-01,"Australia","30",128.9
1995-01-01,"Australia","30",130.2
1996-01-01,"Australia","30",126.7
1997-01-01,"Australia","30",129
1998-01-01,"Australia","30",126.3
1999-01-01,"Australia","30",124.9
2000-01-01,"Australia","30",125.8
2001-01-01,"Australia","30",118.5
2002-01-01,"Australia","30",124.4
2003-01-01,"Australia","30",123
2004-01-01,"Australia","30",123.8
2005-01-01,"Australia","30",128.4
2006-01-01,"Australia","30",129.4
2007-01-01,"Australia","30",135.7
2008-01-01,"Australia","30",135.5
2009-01-01,"Australia","30",132.9
2010-01-01,"Australia","30",129.7
2011-01-01,"Australia","30",127.1
2012-01-01,"Australia","30",131.3
2013-01-01,"Australia","30",126.4
2014-01-01,"Australia","30",122.3
2015-01-01,"Australia","30",123.4
2016-01-01,"Australia","30",123.3
2017-01-01,"Australia","30",119.1
2018-01-01,"Australia","30",118.3
2019-01-01,"Australia","30",113.9
2020-01-01,"Australia","30",109.2
2021-01-01,"Australia","30",117.9
2022-01-01,"Australia","30",111.9
1975-01-01,"Australian Capital Territory","30",110.1
1976-01-01,"Australian Capital Territory","30",110.3
1977-01-01,"Australian Capital Territory","30",120.6
1978-01-01,"Australian Capital Territory","30",116.5
1979-01-01,"Australian Capital Territory","30",117
1980-01-01,"Australian Capital Territory","30",114.2
1981-01-01,"Australian Capital Territory","30",115.9
1982-01-01,"Australian Capital Territory","30",126.2
1983-01-01,"Australian Capital Territory","30",125.3
1984-01-01,"Australian Capital Territory","30",128.9
1985-01-01,"Australian Capital Territory","30",132.8
1986-01-01,"Australian Capital Territory","30",122.8
1987-01-01,"Australian Capital Territory","30",135.9
1988-01-01,"Australian Capital Territory","30",123.7
1989-01-01,"Australian Capital Territory","30",128.2
1990-01-01,"Australian Capital Territory","30",127.2
1991-01-01,"Australian Capital Territory","30",142.1
1992-01-01,"Australian Capital Territory","30",124.1
1993-01-01,"Australian Capital Territory","30",123
1994-01-01,"Australian Capital Territory","30",135.6
1995-01-01,"Australian Capital Territory","30",129.1
1996-01-01,"Australian Capital Territory","30",116.4
1997-01-01,"Australian Capital Territory","30",133.1
1998-01-01,"Australian Capital Territory","30",115.3
1999-01-01,"Australian Capital Territory","30",129
2000-01-01,"Australian Capital Territory","30",128
2001-01-01,"Australian Capital Territory","30",109.7
2002-01-01,"Australian Capital Territory","30",118.6
2003-01-01,"Australian Capital Territory","30",122.8
2004-01-01,"Australian Capital Territory","30",132.9
2005-01-01,"Australian Capital Territory","30",117.9
2006-01-01,"Australian Capital Territory","30",129.4
2007-01-01,"Australian Capital Territory","30",128.5
2008-01-01,"Australian Capital Territory","30",120.9
2009-01-01,"Australian Capital Territory","30",116.6
2010-01-01,"Australian Capital Territory","30",126.1
2011-01-01,"Australian Capital Territory","30",126.6
2012-01-01,"Australian Capital Territory","30",143.2
2013-01-01,"Australian Capital Territory","30",125.3
2014-01-01,"Australian Capital Territory","30",124.6
2015-01-01,"Australian Capital Territory","30",122.8
2016-01-01,"Australian Capital Territory","30",110.5
2017-01-01,"Australian Capital Territory","30",137.9
2018-01-01,"Australian Capital Territory","30",111
2019-01-01,"Australian Capital Territory","30",110
2020-01-01,"Australian Capital Territory","30",104.4
2021-01-01,"Australian Capital Territory","30",105.5
2022-01-01,"Australian Capital Territory","30",103.8
1975-01-01,"New South Wales","30",107.6
1976-01-01,"New South Wales","30",105
1977-01-01,"New South Wales","30",103.6
1978-01-01,"New South Wales","30",108.3
1979-01-01,"New South Wales","30",104.7
1980-01-01,"New South Wales","30",114.1
1981-01-01,"New South Wales","30",110.4
1982-01-01,"New South Wales","30",119.5
1983-01-01,"New South Wales","30",114.4
1984-01-01,"New South Wales","30",107.6
1985-01-01,"New South Wales","30",127
1986-01-01,"New South Wales","30",119.6
1987-01-01,"New South Wales","30",127.2
1988-01-01,"New South Wales","30",125
1989-01-01,"New South Wales","30",124.4
1990-01-01,"New South Wales","30",130.3
1991-01-01,"New South Wales","30",123.7
1992-01-01,"New South Wales","30",135.5
1993-01-01,"New South Wales","30",132.3
1994-01-01,"New South Wales","30",128.6
1995-01-01,"New South Wales","30",129.7
1996-01-01,"New South Wales","30",124.1
1997-01-01,"New South Wales","30",131
1998-01-01,"New South Wales","30",126.9
1999-01-01,"New South Wales","30",123.6
2000-01-01,"New South Wales","30",128.9
2001-01-01,"New South Wales","30",117.8
2002-01-01,"New South Wales","30",126.2
2003-01-01,"New South Wales","30",123.1
2004-01-01,"New South Wales","30",122.8
2005-01-01,"New South Wales","30",133.4
2006-01-01,"New South Wales","30",131.3
2007-01-01,"New South Wales","30",135.3
2008-01-01,"New South Wales","30",138.5
2009-01-01,"New South Wales","30",134.2
2010-01-01,"New South Wales","30",133
2011-01-01,"New South Wales","30",130
2012-01-01,"New South Wales","30",130.5
2013-01-01,"New South Wales","30",130.4
2014-01-01,"New South Wales","30",118.3
2015-01-01,"New South Wales","30",128.3
2016-01-01,"New South Wales","30",121.4
2017-01-01,"New South Wales","30",114.7
2018-01-01,"New South Wales","30",126.2
2019-01-01,"New South Wales","30",115.7
2020-01-01,"New South Wales","30",113.1
2021-01-01,"New South Wales","30",120.4
2022-01-01,"New South Wales","30",116.4
1975-01-01,"Northern Territory","30",125.7
1976-01-01,"Northern Territory","30",99.9
1977-01-01,"Northern Territory","30",119.6
1978-01-01,"Northern Territory","30",120.1
1979-01-01,"Northern Territory","30",116
1980-01-01,"Northern Territory","30",120.5
1981-01-01,"Northern Territory","30",91.4
1982-01-01,"Northern Territory","30",102.4
1983-01-01,"Northern Territory","30",110.4
1984-01-01,"Northern Territory","30",110.2
1985-01-01,"Northern Territory","30",111.9
1986-01-01,"Northern Territory","30",107
1987-01-01,"Northern Territory","30",113.2
1988-01-01,"Northern Territory","30",121.4
1989-01-01,"Northern Territory","30",108.5
1990-01-01,"Northern Territory","30",108
1991-01-01,"Northern Territory","30",120.4
1992-01-01,"Northern Territory","30",115.3
1993-01-01,"Northern Territory","30",112.2
1994-01-01,"Northern Territory","30",111.6
1995-01-01,"Northern Territory","30",112.8
1996-01-01,"Northern Territory","30",104.2
1997-01-01,"Northern Territory","30",86.6
1998-01-01,"Northern Territory","30",102.5
1999-01-01,"Northern Territory","30",97.2
2000-01-01,"Northern Territory","30",115.8
2001-01-01,"Northern Territory","30",104.2
2002-01-01,"Northern Territory","30",108
2003-01-01,"Northern Territory","30",105.9
2004-01-01,"Northern Territory","30",89.2
2005-01-01,"Northern Territory","30",112.5
2006-01-01,"Northern Territory","30",97.1
2007-01-01,"Northern Territory","30",106.8
2008-01-01,"Northern Territory","30",115.3
2009-01-01,"Northern Territory","30",115.8
2010-01-01,"Northern Territory","30",110.4
2011-01-01,"Northern Territory","30",98.2
2012-01-01,"Northern Territory","30",119.8
2013-01-01,"Northern Territory","30",120.6
2014-01-01,"Northern Territory","30",108
2015-01-01,"Northern Territory","30",109
2016-01-01,"Northern Territory","30",117.5
2017-01-01,"Northern Territory","30",104.8
2018-01-01,"Northern Territory","30",107.7
2019-01-01,"Northern Territory","30",102.5
2020-01-01,"Northern Territory","30",97.1
2021-01-01,"Northern Territory","30",95.7
2022-01-01,"Northern Territory","30",89.3
1975-01-01,"Queensland","30",103.3
1976-01-01,"Queensland","30",102.4
1977-01-01,"Queensland","30",97.3
1978-01-01,"Queensland","30",98.4
1979-01-01,"Queensland","30",102.4
1980-01-01,"Queensland","30",98.7
1981-01-01,"Queensland","30",106.8
1982-01-01,"Queensland","30",113.8
1983-01-01,"Queensland","30",115.1
1984-01-01,"Queensland","30",112.2
1985-01-01,"Queensland","30",112.5
1986-01-01,"Queensland","30",117.6
1987-01-01,"Queensland","30",113.9
1988-01-01,"Queensland","30",118.5
1989-01-01,"Queensland","30",122.5
1990-01-01,"Queensland","30",127.4
1991-01-01,"Queensland","30",121.4
1992-01-01,"Queensland","30",128.4
1993-01-01,"Queensland","30",135
1994-01-01,"Queensland","30",123.1
1995-01-01,"Queensland","30",124.6
1996-01-01,"Queensland","30",127.2
1997-01-01,"Queensland","30",122.1
1998-01-01,"Queensland","30",123.9
1999-01-01,"Queensland","30",122.8
2000-01-01,"Queensland","30",124
2001-01-01,"Queensland","30",122
2002-01-01,"Queensland","30",123.9
2003-01-01,"Queensland","30",122.2
2004-01-01,"Queensland","30",122.5
2005-01-01,"Queensland","30",123.7
2006-01-01,"Queensland","30",127.9
2007-01-01,"Queensland","30",141
2008-01-01,"Queensland","30",135.3
2009-01-01,"Queensland","30",141.9
2010-01-01,"Queensland","30",135.3
2011-01-01,"Queensland","30",131
2012-01-01,"Queensland","30",131.2
2013-01-01,"Queensland","30",125.4
2014-01-01,"Queensland","30",127.4
2015-01-01,"Queensland","30",125.1
2016-01-01,"Queensland","30",123.7
2017-01-01,"Queensland","30",118.8
2018-01-01,"Queensland","30",113.4
2019-01-01,"Queensland","30",114.6
2020-01-01,"Queensland","30",112.9
2021-01-01,"Queensland","30",122.1
2022-01-01,"Queensland","30",114
1975-01-01,"South Australia","30",89.7
1976-01-01,"South Australia","30",91.3
